ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
861,Carolina Tapia Berríos,Academy of Christian Humanism University,Sociología,2,14,10,,A5091488019,,"Inclusive Education and Diversity; Social Sciences and Policies; Gender, Health, and Social Inequality; Religious and Theological Studies; Cultural and Social Studies in Latin America"
862,Gonzalo Rodríguez Martínez,University of Chile,Ciencia Política,2,14,9,,A5061379938,0000-0001-8129-9961,"Populism, Right-Wing Movements; Dental Erosion and Treatment; Cultural and political discourse analysis; Dental Health and Care Utilization; Dental Anxiety and Anesthesia Techniques"
863,Víctor Orellana Bravo,University of Chile,Ciencia Política,2,18,19,,A5021626615,0000-0002-1257-009X,"Social Sciences and Policies; Aging, Health, and Disability; Social and Political Issues; Social Issues and Sustainability; Global Energy and Sustainability Research"
864,Silvana Trinidad Trunce Morales,Universidad de Los Lagos,Psicología,2,54,13,,A5003526760,0000-0003-0586-744X,Stress and Burnout Research; Health and Medical Education; Social Sciences and Policies; Educational Outcomes and Influences; Higher Education Teaching and Evaluation
865,Gerardo Sánchez Sánchez,Catholic University of the Maule,Educación,2,18,17,,A5111091892,,"Education and Teacher Training; Higher Education Teaching and Evaluation; Educational Innovations and Technology; Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics"
866,M.a Inmaculada López Núñez,Hospital Padre Hurtado,Educación,2,18,15,,A5030511172,,"Entrepreneurship Studies and Influences; Education and Teacher Training; Gender, Violence, Rights in Latin America; Social Sciences and Policies; Sensory Analysis and Statistical Methods"
867,José Baptista,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Sociología,2,18,12,,A5050387736,0000-0003-4594-5940,"LGBTQ Health, Identity, and Policy; Gender Diversity and Inequality; Discrimination and Equality Law; Creativity in Education and Neuroscience; Social and Intergroup Psychology"
868,Emilio Moya,Universidad Católica de Temuco,Ciencia Política,2,18,12,,A5050966114,,Latin American socio-political dynamics; Comparative constitutional jurisprudence studies; Political Theory and Democracy; Acute Myocardial Infarction Research; Social Issues and Sustainability
869,Gabriel Chouhy,Universidad Central de Chile,Ciencia Política,2,19,16,,A5076710497,0000-0001-6875-8406,Social Sciences and Policies; Social Policy and Reform Studies; Latin American socio-political dynamics; Latin American Urban Studies; Public Policy and Governance
870,Luis R. Oro Tapía,Universidad Central de Chile,Ciencia Política,2,19,15,,A5111512052,,Political Theory and Democracy; Religious and Theological Studies; Comparative constitutional jurisprudence studies; Philosophical and Cultural Analysis; Spanish History and Politics
871,Rocío Ferrada Hurtado,Pontificia Universidad Católica de Valparaíso,Sociología,2,69,6,,A5068547846,0000-0002-2284-9983,Inclusive Education and Diversity; Social Sciences and Policies; Educational Practices and Policies; Education and Teacher Training; Cultural and Social Studies in Latin America
872,Walter Lips Castro,University of Valparaíso,Psicología,2,12,6,,A5034314950,,"History of Medicine Studies; Psychology Research and Bibliometrics; Classical Philosophy and Thought; Disability Education and Employment; Language, Metaphor, and Cognition"
873,Florencia Muñoz,Universidad de Playa Ancha de Ciencias de la Educación,Ciencias Sociales,2,12,5,,A5012862077,0000-0001-9668-1952,Social Sciences and Policies; Social Issues and Sustainability; Consumer Retail Behavior Studies; Disaster Management and Resilience; Innovative Approaches in Technology and Social Development
874,Roberto Celedón,Fundación Chile,Sociología,2,12,5,,A5077447836,,"Social Sciences and Policies; Psychological Treatments and Disorders; Contemporary Sociological Theory and Practice; Gender and Feminist Studies; Sports, Gender, and Society"
875,M. Fattah,Catholic University of the Maule,Ciencia Política,2,12,5,,A5113713950,,Political Theory and Democracy; Religious and Theological Studies; Global Maternal and Child Health; Seventeenth-Century Political and Philosophical Thought; Child Nutrition and Water Access
876,Eugenio Lahera P.,University of Chile,Ciencia Política,2,12,4,,A5015317282,,Social Sciences and Policies; Public Policy and Governance; ICT Impact and Policies; Fiscal Policy and Economic Growth; Electricity Theft Detection Techniques
877,Dina Guarda Cerón,Universidad Católica de Temuco,Ciencia Política,2,12,4,,A5018937731,0000-0002-6207-0384,"Social Sciences and Policies; Social Issues and Sustainability; Aging, Health, and Disability; Water Governance and Infrastructure; Educational Practices and Policies"
878,Violeta Montero Barriga,University of Concepción,Ciencia Política,2,19,13,,A5076084120,0000-0001-6949-2662,Education and Teacher Training; Political and Social Dynamics in Chile and Latin America; Higher Education and Sustainability; Social Sciences and Policies; Public Policy and Governance
879,Tania Busch Venthur,Universidad Andrés Bello,Ciencia Política,2,19,9,,A5006432146,0000-0002-6943-2595,Comparative constitutional jurisprudence studies; Legal processes and jurisprudence; Human Rights and Immigration; Judicial and Constitutional Studies; Political Theory and Democracy
880,Simón Abdala Meneses,Centro de Estudios Científicos,Ciencia Política,2,19,9,,A5045648207,0000-0003-4764-4244,Religious and Theological Studies; Seventeenth-Century Political and Philosophical Thought; Political Theology and Sovereignty; Philosophical and Cultural Analysis; Social Sciences and Policies
881,Carolina Godoy Berthet,Universidad Autónoma de Chile,Ciencia Política,2,19,8,,A5003015641,0000-0003-3460-0250,Educational Practices and Policies; Cultural and political discourse analysis; Political Theory and Democracy; Cultural and Social Studies in Latin America; Education and Teacher Training
882,Lucas Bobadilla-Beiza,Pontificia Universidad Católica de Chile,Psicología,2,15,2,,A5047950332,,"Sleep and related disorders; Diabetes Management and Research; Obstructive Sleep Apnea Research; Diabetes Management and Education; Diabetes, Cardiovascular Risks, and Lipoproteins"
883,Luis Eduardo Bresciani Lecannelier,Pontificia Universidad Católica de Chile,Ciencia Política,2,15,2,,A5083646834,,Social Sciences and Policies; Public Policy and Governance; Social Issues and Sustainability; Economic and Social Development
884,Christian Esteban Miranda Jaña,University of Chile,Educación,2,18,7,,A5000158896,,Educational theories and practices; Education and Teacher Training; Higher Education Teaching and Evaluation; Social Sciences and Policies; Inclusive Education and Diversity
885,Decio Mettifogo Guerrero,University of Chile,Educación,2,18,7,,A5063459135,0000-0002-6168-0877,Criminal Justice and Penology; Social Sciences and Policies; Criminal Justice and Corrections Analysis; Social Skills and Education; Social Issues and Policies in Latin America
886,Ana María Valenzuela,Universidad de Santiago de Chile,Sociología,2,18,6,,A5032683562,0000-0003-0288-122X,Social Sciences and Policies; Employment and Welfare Studies; Health and Medical Education; Organizational Management and Innovation; Social and Cultural Dynamics
887,Alfredo Antonio Gorrochotegui Martell,San Sebastián University,Educación,2,18,5,,A5025651399,,Education and Teacher Training; Educational Practices and Policies; Organizational Management and Innovation; Social Sciences and Policies; Competency Development and Evaluation
888,Judith Alvarez,Universidad de Los Lagos,Sociología,2,18,4,,A5037848670,,Education and Labor Relations; Gender Diversity and Inequality; Pharmaceutical studies and practices; Health and Medical Education; Education in Rural Contexts
889,Gloria Mora Guerrero,Universidad Católica de Temuco,Educación,2,18,4,,A5061177969,,Educational Outcomes and Influences; Social Issues and Sustainability; Social Sciences and Policies; Education and Teacher Training; Higher Education and Sustainability
890,Clàudia Turró,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,18,3,,A5090158752,,Social Sciences and Policies; Community Health and Development; Resilience and Mental Health
891,Simón Palacios,Alberto Hurtado University,Psicología,2,18,3,,A5102836077,0000-0002-5370-1439,"Emotions and Moral Behavior; Feminist Epistemology and Gender Studies; Child and Animal Learning Development; Social Sciences and Policies; Health, Education, and Physical Culture"
892,José-Pablo Arellano,Patagonian Ecosystems Investigation Research Center,Ciencia Política,2,75,2,,A5048361691,,"Economic and Social Development; demographic modeling and climate adaptation; Social Sciences and Policies; Public Policy and Governance; Gender, Labor, and Family Dynamics"
893,Víctor Michael Molina López,Universidad Autónoma de Chile,Psicología,2,12,4,,A5067264979,,"Stress and Burnout Research; Ethics and bioethics in healthcare; Aging, Health, and Disability; Social Sciences and Policies; Motivation and Self-Concept in Sports"
894,Luis Corvalán,University of Chile,Ciencia Política,2,71,6,,A5046716969,,"Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Cultural and Social Studies in Latin America; Memory, violence, and history"
895,Tomás V. León,Adolfo Ibáñez University,Sociología,2,18,2,,A5008363724,,"Poverty, Education, and Child Welfare; School Choice and Performance; Intergenerational and Educational Inequality Studies; Higher Education Research Studies; Higher Education Learning Practices"
896,Ulises Toledo-Nickels,San Sebastián University,Educación,2,18,2,,A5056797779,,"Science, Technology, and Education in Latin America; Educational Research and Science Teaching; Educational theories and practices; Accounting and Financial Management; Social Sciences and Policies"
897,Claudia Robles Farías,Universidad de Los Lagos,Ciencias Sociales,2,12,4,,A5082370459,,"Social Sciences and Policies; Aging, Health, and Disability"
898,Arturo Vallejos,Universidad de La Frontera,Ciencia Política,2,17,4,,A5070884844,,"Sociology, Governance, and Technology; Science, Technology, and Education in Latin America; Social Sciences and Policies; Public Policy and Governance; Environmental and Cultural Studies in Latin America and Beyond"
899,Consuelo Achiardi,Pontificia Universidad Católica de Chile,Educación,2,17,3,,A5038598810,,Inclusive Education and Diversity; Social Sciences and Policies
900,Rafael Sandoval Álvarez,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencia Política,2,11,23,,A5060029258,,Social Sciences and Policies; Education and Teacher Training; Public Policy and Governance; Latin American socio-political dynamics; International Relations in Latin America
901,Nelson Mc Ardle-Draguicevic,Universidad de Magallanes,Ciencias Sociales,2,11,2,,A5015129116,0000-0002-6514-4676,"Social Sciences and Policies; Technology Use by Older Adults; Aging, Health, and Disability; Retirement, Disability, and Employment; Aging and Gerontology Research"
902,Milan M. Marinovic,University of Valparaíso,Sociología,2,11,2,,A5062857115,,"Complex Systems and Decision Making; Critical Realism in Sociology; Chaos, Complexity, and Education"
903,Ana Javiera Rojas Soto,Pontificia Universidad Católica de Chile,Ciencia Política,2,11,2,,A5068950313,0000-0002-3692-207X,Cultural and political discourse analysis; Political Theory and Democracy; Social Media and Politics; Media Studies and Communication
