ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
1011,Rodrigo Araya-Moreno,Universidad de Antofagasta,Educación,1,21,2,,A5068173455,0000-0001-7088-193X,Education and Teacher Training; Educational Practices and Policies; Stress and Burnout Research; Social Sciences and Policies
1012,María-Teresa Hernández Yáñez,Universidad de Santiago de Chile,Sociología,1,21,1,,A5034297909,,Social Sciences and Policies; Immigration and Intercultural Education; Inclusive Education and Diversity
1013,Juan Pablo Pinilla,University of Valparaíso,Ciencia Política,1,20,13,,A5045384180,0000-0002-1031-202X,"Social Sciences and Policies; Sociology, Governance, and Technology; Educational theories and practices; Science, Technology, and Education in Latin America; Public Policy and Governance"
1014,Ariel Rosales Úbeda,Pontificia Universidad Católica de Chile,Ciencia Política,1,14,6,,A5037059986,,"Hermeneutics and Narrative Identity; Memory, violence, and history; Social Sciences and Policies; Public Policy and Governance; Politics and Society in Latin America"
1015,Pamela Figueroa,Universidad de Santiago de Chile,Ciencia Política,1,14,6,,A5043033347,,Comparative constitutional jurisprudence studies; Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; biodegradable polymer synthesis and properties; Human Rights and Immigration
1016,Tania Manríquez,Research Center for Integrated Disaster Risk Management,Educación,1,14,5,,A5083532679,,Social Sciences and Policies; Education and Teacher Training; Disaster Management and Resilience; Indigenous Cultures and History; Disaster Response and Management
1017,Paula Magnère Ávalos,Universidad de Playa Ancha de Ciencias de la Educación,Ciencia Política,1,14,4,,A5034430019,,"Education and Teacher Training; Social Sciences and Policies; Public Policy and Governance; Health, Education, and Physical Culture; Sports and Physical Education Studies"
1018,Sebastián Caviedes,University of Chile,Ciencia Política,1,14,4,,A5075145245,0000-0003-0995-1227,Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Animal Disease Management and Epidemiology; Latin American Literature Studies; Leptospirosis research and findings
1019,René Varas,Hospital Naval Almirante Adriazola de Talcahuano,Sociología,1,14,3,,A5017932001,,Social Sciences and Policies; Glycogen Storage Diseases and Myoclonus; Immigration and Intercultural Education; Inclusive Education and Diversity; Myasthenia Gravis and Thymoma
1020,Angélica Thumala Olave,Pontificia Universidad Católica de Chile,Ciencias Sociales,1,22,1,,A5025785787,,"Religion and Society in Latin America; Religion and Society Interactions; Religion, Society, and Development"
1021,Macarena Isabel Solar-Ortega,University of Chile,Ciencias Sociales,1,22,1,,A5031703928,0000-0003-3348-6249,"Social Issues and Sustainability; Aging, Health, and Disability; Social Sciences and Policies"
1022,María Daniela Rubio Rubio,University of Chile,Ciencias Sociales,1,22,1,,A5053147765,0000-0003-1599-6237,"Social Issues and Sustainability; Social Sciences and Policies; Aging, Health, and Disability"
1023,CRISTÓBAL REIG,University of Chile,Ciencia Política,1,22,1,,A5087236266,,"Political and Social Dynamics in Chile and Latin America; Populism, Right-Wing Movements"
1024,María Angélica Montenegro Medina,University of Chile,Sociología,1,21,4,,A5087131145,,"Social Sciences and Policies; Stress and Burnout Research; Aging, Health, and Disability; Social Issues and Sustainability; Literary and Cultural Studies"
1025,Víctor Parada Daza,Universidad de Santiago de Chile,Sociología,1,21,3,,A5036337652,,Gender Diversity and Inequality; Family Business Performance and Succession
1026,Manuel Peña Bustos.,University of Chile,Ciencia Política,1,14,3,,A5066160182,,Citizenship Education and Democracy; Social Sciences and Policies; Educational Innovations and Technology; Cyclone Separators and Fluid Dynamics; Minerals Flotation and Separation Techniques
1027,Jesús Enrique Archila Guío,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Educación,1,14,3,,A5068602470,,Social Sciences and Policies; Educational Practices and Policies; Educational Challenges and Innovations; History and Politics in Latin America; Education and Teacher Training
1028,Gloria Luz Gómez Ochoa,Fundación Chile,Ciencia Política,1,14,3,,A5086466490,,Public Policy and Governance; Political Dynamics in Latin America; Cultural and political discourse analysis; Political Theory and Democracy; Media and Digital Communication
1029,Raul Lagomarsino,"Universidad de Los Andes, Chile",Ciencia Política,1,14,3,,A5088545775,,"Organizational Leadership and Management Strategies; Job Satisfaction and Organizational Behavior; International Relations in Latin America; Politics and Society in Latin America; Populism, Right-Wing Movements"
1030,Cecilia Sepúlveda González,Miguel de Cervantes University,Educación,1,14,2,,A5101993364,0009-0002-7507-0321,"Migration, Education, Indigenous Social Dynamics; Resilience and Mental Health; Parental Involvement in Education; Education and Technology Integration; Social Sciences and Policies"
1031,Nicolás Contreras-Shats,Centro de Recursos Educativos Avanzados,Ciencias Sociales,1,14,1,,A5010790807,0000-0001-7019-3133,Social Sciences and Policies; Social impacts of COVID-19; Social Issues and Sustainability
1032,Carla Morales Torres,University of Chile,Educación,1,14,1,,A5036716202,,Social Work Education and Practice; Social Sciences and Policies; Homelessness and Social Issues
1033,Benjamín Muñoz-Rojas,Centro de Estudios Científicos,Ciencia Política,1,14,1,,A5041931096,,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy
1034,OMAR GUTIÉRREZ VALDEBENITO,University of Chile,Sociología,1,14,1,,A5048478356,,Gender Diversity and Inequality
1035,Javier Barría,Pontificia Universidad Católica de Chile,Ciencias Sociales,1,14,1,,A5079216390,,"Social Sciences and Policies; Stress and Burnout Research; Aging, Health, and Disability"
1036,Cabrera G. Guillermo,Pontificia Universidad Católica de Valparaíso,Ciencias Sociales,1,14,1,,A5091757237,,Scheduling and Timetabling Solutions; Assembly Line Balancing Optimization; Vehicle Routing Optimization Methods
1037,Javier Pinto,"Universidad de Los Andes, Chile",Educación,1,22,9,,A5102444192,,Ethics in Business and Education; Employment and Welfare Studies; Social Sciences and Policies; Historical Studies in Latin America; Management and Organizational Studies
1038,Sergio Vodanovic,University of Concepción,Ciencia Política,1,22,2,,A5031065641,,"Social Sciences and Policies; Theatre and Performance Studies; Cultural and political discourse analysis; Theater, Performance, and Music History; Spanish Culture and Identity"
1039,Llarela Berríos,Finis Terrae University,Sociología,1,22,2,,A5066069810,,"Migration, Education, Indigenous Social Dynamics; Cultural and Social Studies in Latin America; Social Sciences and Policies; Immigration and Intercultural Education"
1040,Xavier Ayora Pinós,Universidad Católica del Norte,Educación,1,23,5,,A5048803593,,"Religious and Theological Studies; Ethics and bioethics in healthcare; Social Sciences and Policies; Philosophy, Health, and Society; Education and Teacher Training"
1041,Anastassia Domaica Barrales,Universidad Bernardo O'Higgins,Sociología,1,23,1,,A5048764655,,"Migration, Education, Indigenous Social Dynamics; Immigration and Intercultural Education; Social Sciences and Policies"
1042,Julio Hasbún-Mancilla,University of Chile,Educación,1,24,5,,A5069874445,0000-0001-5805-3277,"Religion and Society in Latin America; Health and Medical Education; Environmental Education and Sustainability; Social Acceptance of Renewable Energy; Religion, Society, and Development"
1043,Alejandro Corvalen,Universidad Diego Portales,Ciencia Política,1,24,3,,A5052644312,,Electoral Systems and Political Participation; Fiscal Policies and Political Economy; Economic Policies and Impacts; Market Dynamics and Volatility; Economic Theory and Policy
1044,Natalia Sánchez Durán,University of Chile,Ciencias Sociales,1,24,2,,A5111899205,,Healthcare innovation and challenges; Geriatric Care and Nursing Homes; Image and Signal Denoising Methods; Image Enhancement Techniques; Social Policy and Reform Studies
1045,Ramón Silva Negrete,University of Chile,Sociología,1,27,5,,A5034421655,,Latin American Cultural Politics; Criminal Justice and Penology; Legal processes and jurisprudence; Social Sciences and Policies; Comparative constitutional jurisprudence studies
1046,Benjamín Alemparte,University of Chile,Ciencia Política,1,27,4,,A5063460817,0000-0002-7268-1357,Comparative constitutional jurisprudence studies; Political Philosophy and Ethics; Political Dynamics in Latin America; Political Theory and Democracy; Judicial and Constitutional Studies
1047,Fredy Ulloa,Universidad Andrés Bello,Psicología,1,27,1,,A5048732566,,Social Sciences and Policies; Psychological Treatments and Disorders; Educational theories and practices
1048,Priscilla Santander,Universidad Central de Chile,Educación,1,28,1,,A5004805985,,Social Sciences and Policies; Education and Teacher Training; Educational Innovations and Technology
1049,Sebastián López Núñez,Hospital Clínico de la Universidad de Chile,Educación,1,28,1,,A5049519372,,Social Sciences and Policies; Health and Medical Education
1050,Irma Arriaga,United Nations Economic Commission for Latin America and the Caribbean,Ciencias Sociales,1,28,1,,A5069771052,,Social Sciences and Policies
1051,Camila Díaz,Universidad Diego Portales,Ciencia Política,1,28,1,,A5108838768,,"Populism, Right-Wing Movements; Political and Social Dynamics in Chile and Latin America"
1052,Claudio Guerrero,Pontificia Universidad Católica de Valparaíso,Sociología,1,13,10,,A5081958100,,Cultural and Social Studies in Latin America; Comparative Literary Analysis and Criticism; Media and Digital Communication; Social Sciences and Policies; Educational Innovations and Technology
1053,Margarita Cabrera,University of Chile,Ciencias Sociales,1,13,8,,A5061230143,,Philosophical Thought and Analysis; Latin American and Latino Studies; Photography and Visual Culture; Social Sciences and Policies; Gender Politics and Representation
1054,Claudio Parés,University of Concepción,Ciencia Política,1,13,7,,A5052439191,0000-0001-7490-8204,Electoral Systems and Political Participation; Social Policy and Reform Studies; Game Theory and Voting Systems; Marine and fisheries research; Turkey's Politics and Society
1055,Valeria Andrea Stuardo Ávila,University of Talca,Educación,1,30,8,,A5111455800,0000-0002-5071-2765,"Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Public Health and Social Inequalities; Palliative and Oncologic Care; Health, Nursing, Elderly Care"
1056,Mónica Castillo,"Universidad de Los Andes, Chile",Ciencias Sociales,1,29,5,,A5060581516,,Social Sciences and Policies; Dental Radiography and Imaging; dental development and anomalies; Bone and Dental Protein Studies; International Development and Aid
1057,José Fuica,University of Concepción,Ciencias Sociales,1,29,1,,A5057146086,,"Social Sciences and Policies; Aging, Health, and Disability"
1058,Nicole Pérez,Metropolitan University of Technology,Educación,1,32,2,,A5037649862,,Social Sciences and Policies; Pickering emulsions and particle stabilization; Proteins in Food Systems; Education and Teacher Training; Higher Education Teaching and Evaluation
1059,Carola Cerpa Reyes,University of La Serena,Educación,1,34,1,,A5109849792,,Inclusive Education and Diversity; Social Sciences and Policies
