ranking,openalex_id,orcid,nombre,institucion,pais_institucion,ror,h_index,i10_index,citas,trabajos,campo_principal,dominio,topics,works_api_url
1,A5034708283,,Arend Lijphart,Gobierno de Chile,CL,https://ror.org/02sevrz47,59,115,32776,475,Social Sciences,Social Sciences,Electoral Systems and Political Participation; Political Systems and Governance; European Union Policy and Governance; Agriculture and Rural Development Research; European and International Law Studies,https://api.openalex.org/works?filter=author.id:A5034708283
900,A5039856500,0000-0002-6057-612X,Giannina Burlando,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,0,17,28,Social Sciences,Social Sciences,Philosophical Thought and Analysis; Historical Philosophy and Science; Ethics and bioethics in healthcare; Seventeenth-Century Political and Philosophical Thought; Classical Philosophy and Thought,https://api.openalex.org/works?filter=author.id:A5039856500
901,A5050947401,0000-0002-0974-284X,Adán Salinas Araya,Academy of Christian Humanism University,CL,https://ror.org/03x7msx65,2,0,17,31,Arts and Humanities,Social Sciences,Philosophical and Cultural Analysis; Ethics and bioethics in healthcare; Social Sciences and Policies; Philosophical Thought and Analysis; Psychological Treatments and Disorders,https://api.openalex.org/works?filter=author.id:A5050947401
902,A5003389500,,Joaquín Barceló,Universidad Andrés Bello,CL,https://ror.org/01qq57711,2,0,17,42,Social Sciences,Social Sciences,"Philosophical Thought and Analysis; Comparative Literary Analysis and Criticism; Philosophical and Cultural Analysis; Classical Philosophy and Thought; Libraries, Manuscripts, and Books",https://api.openalex.org/works?filter=author.id:A5003389500
903,A5065886567,,Marcos García de la Huerta,University of Chile,CL,https://ror.org/047gc3g35,2,0,17,58,Social Sciences,Social Sciences,Philosophical Thought and Analysis; Philosophical and Cultural Analysis; Social Sciences and Policies; Cultural and Social Studies in Latin America; Economic and Social Development,https://api.openalex.org/works?filter=author.id:A5065886567
904,A5024661622,,val flores,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,1,16,11,Social Sciences,Social Sciences,"Gender and Feminist Studies; Social Sciences and Policies; Memory, violence, and history; Political Dynamics in Latin America; Historical and Modern Theater Studies",https://api.openalex.org/works?filter=author.id:A5024661622
905,A5009333370,,José Sulbrandt,University of Chile,CL,https://ror.org/047gc3g35,2,1,16,12,Social Sciences,Social Sciences,"Social Sciences and Policies; Income, Poverty, and Inequality; Latin American Legal and Economic Studies; Accounting and Financial Management; Psychological Treatments and Disorders",https://api.openalex.org/works?filter=author.id:A5009333370
906,A5077984116,0000-0001-7938-2854,Andrés Roldán Tonioni,University of Chile,CL,https://ror.org/047gc3g35,2,0,16,13,Social Sciences,Social Sciences,Political and Social Dynamics in Chile and Latin America; Social Issues and Sustainability; International Relations in Latin America; Social Sciences and Policies; Indigenous Cultures and History,https://api.openalex.org/works?filter=author.id:A5077984116
907,A5000044600,0000-0002-5474-5337,Andrés Aedo Henríquez,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,0,16,14,Social Sciences,Social Sciences,Criminal Justice and Penology; Social Sciences and Policies; Legal processes and jurisprudence; Social Issues and Policies in Latin America; Indigenous Cultures and Socio-Education,https://api.openalex.org/works?filter=author.id:A5000044600
908,A5085146535,,Jan Kñakal,United Nations Economic Commission for Latin America and the Caribbean,CL,https://ror.org/015ggv447,2,0,16,18,Social Sciences,Social Sciences,Regional Development and Innovation; International Relations in Latin America; Environmental and Ecological Studies; Global trade and economics; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5085146535
909,A5061317526,0000-0002-2329-705X,Katherine Becerra Valdivia,Universidad Central de Chile,CL,https://ror.org/0577avk88,2,0,16,25,Social Sciences,Social Sciences,Legal processes and jurisprudence; Comparative constitutional jurisprudence studies; Human Rights and Immigration; Social Sciences and Policies; Education and Teacher Training,https://api.openalex.org/works?filter=author.id:A5061317526
910,A5090225567,0000-0002-3959-9781,Rafael Alvear,Universidad de Los Lagos,CL,https://ror.org/05jk8e518,2,0,16,42,Social Sciences,Social Sciences,German Social Sciences and History; German Literature and Culture Studies; Social Sciences and Policies; Latin American socio-political dynamics; Public Administration and Political Analysis,https://api.openalex.org/works?filter=author.id:A5090225567
911,A5057892622,,Estudios Internacionales,University of Chile,CL,https://ror.org/047gc3g35,2,0,16,126,Social Sciences,Social Sciences,International Relations in Latin America; Social Sciences and Policies; Comparative constitutional jurisprudence studies; Political and Social Dynamics in Chile and Latin America; Economic and Social Development,https://api.openalex.org/works?filter=author.id:A5057892622
912,A5042883611,,Juan Luis Ordaz-Díaz,United Nations Economic Commission for Latin America and the Caribbean,CL,https://ror.org/015ggv447,2,1,15,2,Social Sciences,Social Sciences,Education and Labor Relations; Indigenous Cultures and Socio-Education; Labor market dynamics and wage inequality; Education in Rural Contexts; Economic Growth and Productivity,https://api.openalex.org/works?filter=author.id:A5042883611
913,A5019440047,0000-0003-3288-2450,Gonzalo Espinoza Bianchini,Universidad Diego Portales,CL,https://ror.org/03gtdcg60,2,0,15,12,Social Sciences,Social Sciences,Social Media and Politics; Psychology of Moral and Emotional Judgment; Cultural and political discourse analysis; Electoral Systems and Political Participation; International Relations in Latin America,https://api.openalex.org/works?filter=author.id:A5019440047
914,A5037831759,,N Lechner,Facultad Latinoamericana de Ciencias Sociales,CL,https://ror.org/03fqcyc11,2,1,12,2,"Business, Management and Accounting",Social Sciences,"Legal and Labor Studies; Latin American socio-political dynamics; Employment, Labor, and Gender Studies; Social Sciences and Policies; Economic and Social Development",https://api.openalex.org/works?filter=author.id:A5037831759
915,A5024770122,,Tania Monreal,University of Chile,CL,https://ror.org/047gc3g35,2,0,12,2,Social Sciences,Social Sciences,Social Sciences and Policies; Animal Virus Infections Studies; Turtle Biology and Conservation; Bird parasitology and diseases,https://api.openalex.org/works?filter=author.id:A5024770122
916,A5013512279,,Náyade Rodríguez,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,0,12,2,Social Sciences,Social Sciences,Educational Outcomes and Influences; Stress and Burnout Research; Social Sciences and Policies; Child and Adolescent Psychosocial and Emotional Development,https://api.openalex.org/works?filter=author.id:A5013512279
917,A5012999154,0000-0003-0812-5214,Norma Muñoz del Campo,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,0,11,11,Social Sciences,Social Sciences,"Public Policy and Governance; Latin American social science; Sociology, Governance, and Technology; Cultural Industries and Urban Development; Social Policy and Reform Studies",https://api.openalex.org/works?filter=author.id:A5012999154
918,A5049796349,,Alberto Gurovich W.,University of Chile,CL,https://ror.org/047gc3g35,2,0,11,12,Social Sciences,Social Sciences,"Latin American Urban Studies; Architecture, Art, Education; Social Sciences and Policies; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America",https://api.openalex.org/works?filter=author.id:A5049796349
919,A5086784372,,Pablo Suárez Manrique,Metropolitan University of Technology,CL,https://ror.org/04bpsn575,2,0,11,16,Social Sciences,Social Sciences,"Social Sciences and Policies; Aging, Health, and Disability; Social Work Education and Practice; Educational Practices and Policies; Social Issues and Sustainability",https://api.openalex.org/works?filter=author.id:A5086784372
920,A5001450872,,Pilar Errázuriz,University of Chile,CL,https://ror.org/047gc3g35,2,0,11,21,Arts and Humanities,Social Sciences,Comparative Literary Analysis and Criticism; Cultural and Social Studies in Latin America; Social Sciences and Policies; Latin American Literature Studies; Literacy and Educational Practices,https://api.openalex.org/works?filter=author.id:A5001450872
921,A5108678219,,Ricardo López Pérez,University of Chile,CL,https://ror.org/047gc3g35,2,0,11,22,Social Sciences,Social Sciences,Literary and Cultural Studies; Cultural and Mythological Studies; Organizational Management and Innovation; Diverse Applied Research Studies; Classical Philosophy and Thought,https://api.openalex.org/works?filter=author.id:A5108678219
922,A5068950313,0000-0002-3692-207X,Ana Javiera Rojas Soto,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,0,11,2,Social Sciences,Social Sciences,Cultural and political discourse analysis; Political Theory and Democracy; Social Media and Politics; Media Studies and Communication,https://api.openalex.org/works?filter=author.id:A5068950313
923,A5062857115,,Milan M. Marinovic,University of Valparaíso,CL,https://ror.org/00h9jrb69,2,0,11,2,Decision Sciences,Social Sciences,"Complex Systems and Decision Making; Critical Realism in Sociology; Chaos, Complexity, and Education",https://api.openalex.org/works?filter=author.id:A5062857115
924,A5015129116,0000-0002-6514-4676,Nelson Mc Ardle-Draguicevic,Universidad de Magallanes,CL,https://ror.org/049784n50,2,0,11,2,Social Sciences,Social Sciences,"Social Sciences and Policies; Technology Use by Older Adults; Aging, Health, and Disability; Retirement, Disability, and Employment; Aging and Gerontology Research",https://api.openalex.org/works?filter=author.id:A5015129116
925,A5060029258,,Rafael Sandoval Álvarez,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",CL,https://ror.org/0598sqh06,2,0,11,23,Social Sciences,Social Sciences,Social Sciences and Policies; Education and Teacher Training; Public Policy and Governance; Latin American socio-political dynamics; International Relations in Latin America,https://api.openalex.org/works?filter=author.id:A5060029258
926,A5038598810,,Consuelo Achiardi,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,17,3,Social Sciences,Social Sciences,Inclusive Education and Diversity; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5038598810
927,A5070884844,,Arturo Vallejos,Universidad de La Frontera,CL,https://ror.org/04v0snf24,2,0,17,4,Social Sciences,Social Sciences,"Sociology, Governance, and Technology; Science, Technology, and Education in Latin America; Social Sciences and Policies; Public Policy and Governance; Environmental and Cultural Studies in Latin America and Beyond",https://api.openalex.org/works?filter=author.id:A5070884844
928,A5038468049,,Rodrigo Figueroa,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,2,1,17,4,Social Sciences,Social Sciences,"Social Sciences and Policies; Botany, Ecology, and Taxonomy Studies; Human Rights and Immigration; Comparative constitutional jurisprudence studies; Botany and Plant Ecology Studies",https://api.openalex.org/works?filter=author.id:A5038468049
929,A5017462308,,Hanns Stein,University of Chile,CL,https://ror.org/047gc3g35,2,0,13,26,Social Sciences,Social Sciences,Social Sciences and Policies; Comparative Literary Analysis and Criticism; Economic and Social Issues; Galician and Iberian cultural studies; Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis,https://api.openalex.org/works?filter=author.id:A5017462308
930,A5057406599,,Mallén Arenas Carmona,University of Concepción,CL,https://ror.org/0460jpj73,2,1,28,3,Social Sciences,Social Sciences,Social Sciences and Policies; Stress and Burnout Research; Job Satisfaction and Organizational Behavior; Workplace Health and Well-being; Health and Well-being Studies,https://api.openalex.org/works?filter=author.id:A5057406599
931,A5102141085,,Maria del Pilar Acosta,Universidad Adventista de Chile,CL,https://ror.org/038j0b276,2,1,28,4,Social Sciences,Social Sciences,"Social Sciences and Policies; Aging, Health, and Disability; Plant responses to elevated CO2; Stress and Burnout Research; Plant Stress Responses and Tolerance",https://api.openalex.org/works?filter=author.id:A5102141085
932,A5083959806,,Gloria Mulsow,Austral University of Chile,CL,https://ror.org/029ycp228,2,1,28,7,Social Sciences,Social Sciences,"Social Sciences and Policies; Health and Lifestyle Studies; Aging, Health, and Disability; Educational Outcomes and Influences; Employment, Labor, and Gender Studies",https://api.openalex.org/works?filter=author.id:A5083959806
933,A5013154104,0000-0002-4665-4195,Luiz Henrique Lopes dos Santos,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",CL,https://ror.org/0598sqh06,2,1,28,20,Arts and Humanities,Social Sciences,"Classical Philosophy and Thought; Wittgensteinian philosophy and applications; Classical Antiquity Studies; Historical, Religious, and Philosophical Studies; Logic, Reasoning, and Knowledge",https://api.openalex.org/works?filter=author.id:A5013154104
